B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Caprimulgus batesi,CAPRIMULGIFORMES,Caprimulgidae,Bates's Nightjar,5,0,1,0,0,LC,5,1,Nocturnal,Carnivore,Forest,Not colonial,2,6.269376848,12.293975,2
Cinnyris batesi,PASSERIFORMES,Nectariniidae,Bates's Sunbird,5,0,1,1,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,0.799340549,5.930442961,5.964622,1
Apus batesi,CAPRIMULGIFORMES,Apodidae,Bates's Swift,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.502322956,5.476048845,7.004941,1
Ploceus batesi,PASSERIFORMES,Ploceidae,Bates's Weaver,5,0.020833333,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.307707216,4.72831149,2.909184,1
Phyllastrephus baumanni,PASSERIFORMES,Pycnonotidae,Baumann's Greenbul,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.440909082,5.649721944,6.246605,1
Pogonornis dubius,PICIFORMES,Lybiidae,Bearded Barbet,4,0.046875,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.959041392,6.367866178,4.722287,3
Tychaedon quadrivirgata,PASSERIFORMES,Muscicapidae,Bearded Scrub-robin,7,0.034090909,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.416640514,6.203711042,7.648314,2
Gypaetus barbatus,ACCIPITRIFORMES,Accipitridae,Bearded Vulture,3,0.027777778,1,0,1,NT,4,1,Diurnal,Carnivore,Bare habitat,Not colonial,3.755493728,5.987217509,27.712059,11
Dendropicos namaquus,PICIFORMES,Picidae,Bearded Woodpecker,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.916453949,6.901347366,4.199231,1
Circaetus beaudouini,ACCIPITRIFORMES,Accipitridae,Beaudouin's Snake-eagle,3,0,1,0,0,VU,3,3,Diurnal,Carnivore,Forest,Not colonial,3.127561014,6.392739346,9.727153,1
Cinnyris pulchellus,PASSERIFORMES,Nectariniidae,Beautiful Sunbird,7,0.06,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.848189117,6.734764196,6.428953,3
Terpsiphone bedfordi,PASSERIFORMES,Monarchidae,Bedford's Paradise-flycatcher,3,0,0,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.308849995,4.628928772,3.553272,1
Campethera bennettii,PICIFORMES,Picidae,Bennett's Woodpecker,7,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.845718008,6.64958145,3.446529,3
Ploceus bertrandi,PASSERIFORMES,Ploceidae,Bertram's Weaver,6,0.011363636,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.591621038,5.267690423,2.879329,1
Merops gularis,CORACIIFORMES,Meropidae,Black Bee-eater,4,0.069444444,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,1.436162635,6.480939051,8.851295,12
Euplectes gierowii,PASSERIFORMES,Ploceidae,Black Bishop,4,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Colonial,1.451786436,5.392004989,3.582618,1
Centropus grillii,CUCULIFORMES,Cuculidae,Black Coucal,3,0,0,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.098643726,6.930205577,10.048877,6
Zapornia flavirostra,GRUIFORMES,Rallidae,Black Crake,1,0,0,0,0,LC,5,1,Diurnal,Omnivore,Artificial,Not colonial,1.93550725,7.221964853,9.006131,6
Balearica pavonina,GRUIFORMES,Gruidae,Black Crowned-crane,5,0,1,1,1,VU,3,1,Diurnal,Omnivore,Open vegetation,Not colonial,3.555094449,6.473751665,12.06819,4
Cuculus clamosus,CUCULIFORMES,Cuculidae,Black Cuckoo,6,0.027777778,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.900367129,7.144216098,15.897449,1
Campephaga flava,PASSERIFORMES,Campephagidae,Black Cuckooshrike,3,0.0625,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.509202512,6.694281408,6.692426,1
Agelastes niger,GALLIFORMES,Numididae,Black Guineafowl,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.84509804,5.883139321,10.669761,4
Circus maurus,ACCIPITRIFORMES,Accipitridae,Black Harrier,3,0,0,0,0,VU,3,4,Diurnal,Carnivore,Shrubland,Not colonial,2.706717782,6.161281279,6.545113,4
Egretta ardesiaca,PELECANIFORMES,Ardeidae,Black Heron,1,0,0,1,0,LC,5,1,Diurnal,Carnivore,Artificial,Colonial,2.51054501,6.899720487,8.591488,8
Milvus migrans,ACCIPITRIFORMES,Accipitridae,Black Kite,4,0.022727273,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,2.872932839,7.336315706,8.634745,5
Anous minutus,CHARADRIIFORMES,Laridae,Black Noddy,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Colonial,2.051152522,3.887606521,11.797514,2
Psalidoprocne pristoptera,PASSERIFORMES,Hirundinidae,Black Saw-wing,5,0.066666667,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Colonial,1.044539757,6.920859963,4.287476,4
Rhinopomastus aterrimus,BUCEROTIFORMES,Phoeniculidae,Black Scimitarbill,4,0.071428571,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.447158031,6.89150628,21.172142,2
Cercotrichas podobe,PASSERIFORMES,Muscicapidae,Black Scrub-robin,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.403120508,6.544527608,7.372842,2
Accipiter melanoleucus,ACCIPITRIFORMES,Accipitridae,Black Sparrowhawk,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.844477176,6.955382131,7.85617,3
Telacanthura melanopygia,CAPRIMULGIFORMES,Apodidae,Black Spinetail,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.716003344,5.767958528,12.463118,1
Ciconia nigra,CICONIIFORMES,Ciconiidae,Black Stork,3,0.045454545,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,3.466274322,6.968285596,24.133013,2
Chlidonias niger,CHARADRIIFORMES,Laridae,Black Tern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.814913181,5.85898259,3.943958,3
Oenanthe leucura,PASSERIFORMES,Muscicapidae,Black Wheatear,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.612783857,6.023068581,4.325279,3
Hirundo nigrorufa,PASSERIFORMES,Hirundinidae,Black-and-rufous Swallow,3,0.0625,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.152288339,5.764245522,5.55512,2
Spermestes bicolor,PASSERIFORMES,Estrildidae,Black-and-white Mannikin,2,0,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,0.995635178,6.582685853,2.754341,1
Bias musicus,PASSERIFORMES,Vangidae,Black-and-white Shrike-flycatcher,2,0.071428571,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.340444107,6.571903587,21.422877,5
Cisticola eximius,PASSERIFORMES,Cisticolidae,Black-backed Cisticola,7,0.032608696,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.079181246,5.815640241,4.201648,1
Dryoscopus cubla,PASSERIFORMES,Malaconotidae,Black-backed Puffback,3,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.419129308,6.754996916,8.214606,1
Lissotis melanogaster,OTIDIFORMES,Otididae,Black-bellied Bustard,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,3.063521,7.025536887,15.583532,7
Lagonosticta rara,PASSERIFORMES,Estrildidae,Black-bellied Firefinch,4,0,0,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.017033323,6.386084377,5.601761,1
Pterocles orientalis,PTEROCLIFORMES,Pteroclidae,Black-bellied Sandgrouse,6,0.0125,1,0,0,LC,5,4,Diurnal,Herbivore,Artificial,Not colonial,2.607990859,5.793579395,19.530138,4
Pyrenestes ostrinus,PASSERIFORMES,Estrildidae,Black-bellied Seedcracker,2,0.041666667,0,0,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.351216345,6.67403278,4.417343,1
Notopholia corusca,PASSERIFORMES,Sturnidae,Black-bellied Starling,5,0.083333333,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.753965866,5.666959596,12.478393,1
Fregetta tropica,PROCELLARIIFORMES,Oceanitidae,Black-bellied Storm-petrel,2,0,1,0,0,LC,5,4,Nocturnal,Omnivore,Aquatic,Colonial,1.716003344,4.613219336,27.374949,1
Cinnyris nectarinioides,PASSERIFORMES,Nectariniidae,Black-bellied Sunbird,8,0.0546875,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.681241255,5.696017799,5.933017,1
Lybius guifsobalito,PICIFORMES,Lybiidae,Black-billed Barbet,5,0.046875,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.625312459,6.11750498,4.988204,2
Tauraco schuettii,MUSOPHAGIFORMES,Musophagidae,Black-billed Turaco,6,0.04,1,1,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.371067862,6.319148392,21.50537,5
Ploceus melanogaster,PASSERIFORMES,Ploceidae,Black-billed Weaver,4,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.350248011,5.342244588,2.956504,3
Turtur abyssinicus,COLUMBIFORMES,Columbidae,Black-billed Wood-dove,5,0.03125,1,0,0,LC,5,4,Diurnal,Herbivore,Aquatic,Not colonial,1.797267541,6.666739404,10.457145,1
Phoeniculus somaliensis,BUCEROTIFORMES,Phoeniculidae,Black-billed Woodhoopoe,5,0.075,1,1,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.423245874,6.026441065,17.946354,1
Pogonornis rolleti,PICIFORMES,Lybiidae,Black-breasted Barbet,3,0.0625,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.002166062,6.04392887,5.224943,1
Thalassarche melanophris,PROCELLARIIFORMES,Diomedeidae,Black-browed Albatross,3,0,1,0,0,NT,4,4,Diurnal,Omnivore,Aquatic,Colonial,3.509471352,4.296311143,5.340944,1
Turdoides reinwardtii,PASSERIFORMES,Leiotrichidae,Blackcap Babbler,5,0,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.896526217,6.332615642,2.675113,2
Apalis nigriceps,PASSERIFORMES,Cisticolidae,Black-capped Apalis,9,0.038461538,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.924279266,5.917636606,5.037975,3
Illadopsis cleaveri,PASSERIFORMES,Pellorneidae,Black-capped Illadopsis,6,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.488550717,5.98860088,5.077488,1
Pseudonigrita cabanisi,PASSERIFORMES,Ploceidae,Black-capped Social-weaver,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Colonial,1.315970345,5.439719421,5.336374,1
Phylloscopus herberti,PASSERIFORMES,Phylloscopidae,Black-capped Woodland-warbler,7,0.03,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.949389988,4.687741943,4.906916,1
Ceratogymna atrata,BUCEROTIFORMES,Bucerotidae,Black-casqued Hornbill,4,0.03125,1,1,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,3.080446095,6.357877182,12.378383,5
Agapornis nigrigenis,PSITTACIFORMES,Psittacidae,Black-cheeked Lovebird,5,0.05952381,1,0,0,VU,3,1,Diurnal,Herbivore,Forest,Not colonial,1.75966132,4.156658183,3.806838,2
Estrilda charmosyna,PASSERIFORMES,Estrildidae,Black-cheeked Waxbill,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.869231725,5.874227742,3.259543,3
Prinia flavicans,PASSERIFORMES,Cisticolidae,Black-chested Prinia,4,0.041666667,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.942008053,6.433963774,5.705188,2
Circaetus pectoralis,ACCIPITRIFORMES,Accipitridae,Black-chested Snake-eagle,3,0,1,0,0,LC,5,3,Diurnal,Carnivore,Bare habitat,Not colonial,3.176091259,6.982733061,12.4882,8
Ploceus nigrimentus,PASSERIFORMES,Ploceidae,Black-chinned Weaver,4,0.017857143,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Colonial,1.432105167,4.916150716,2.952873,1
Oreolais pulcher,PASSERIFORMES,Cisticolidae,Black-collared Apalis,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,0.924279286,5.001950973,7.19623,1
Lybius torquatus,PICIFORMES,Lybiidae,Black-collared Barbet,4,0.041666667,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Not colonial,1.713490549,6.666613401,4.562141,3
Neolestes torquatus,PASSERIFORMES,Pycnonotidae,Black-collared Bulbul,7,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.352182518,5.905468736,20.946503,2
Agapornis swindernianus,PSITTACIFORMES,Psittacidae,Black-collared Lovebird,5,0.0625,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.602059991,6.174021487,7.150638,2
Nycticorax nycticorax,PELECANIFORMES,Ardeidae,Black-crowned Night-heron,3,0,1,0,0,LC,5,4,Nocturnal,Carnivore,Aquatic,Colonial,2.908485019,7.1492079,20.202047,2
Eremopterix nigriceps,PASSERIFORMES,Alaudidae,Black-crowned Sparrow-lark,4,0,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Colonial,1.146128036,6.730624521,7.043714,2
Tchagra senegalus,PASSERIFORMES,Malaconotidae,Black-crowned Tchagra,6,0,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.728353782,7.17040923,10.455924,5
Estrilda nonnula,PASSERIFORMES,Estrildidae,Black-crowned Waxbill,4,0.022727273,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.886490725,6.08391904,2.279318,1
Geokichla camaronensis,PASSERIFORMES,Turdidae,Black-eared Ground-thrush,5,0.033333333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.643452676,5.155619902,7.77892,2
Crithagra mennelli,PASSERIFORMES,Fringillidae,Black-eared Seedeater,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.187520721,6.173402243,3.283903,1
Eremopterix australis,PASSERIFORMES,Alaudidae,Black-eared Sparrow-lark,3,0,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Colonial,1.152288339,5.807557355,7.133087,1
Apalis personata,PASSERIFORMES,Cisticolidae,Black-faced Apalis,5,0.038461538,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.041392685,5.023631075,5.061461,1
Turdoides melanops,PASSERIFORMES,Leiotrichidae,Black-faced Babbler,4,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.886490725,5.350302367,2.677384,2
Bathmocercus rufus,PASSERIFORMES,Cisticolidae,Black-faced Rufous-warbler,3,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.188928484,5.809706779,7.208077,5
Pterocles decoratus,PTEROCLIFORMES,Pteroclidae,Black-faced Sandgrouse,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.264227348,6.134323726,19.498351,3
Estrilda erythronotos,PASSERIFORMES,Estrildidae,Black-faced Waxbill,5,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.963787818,6.119325765,4.509229,3
Pycnonotus nigricans,PASSERIFORMES,Pycnonotidae,Black-fronted Bulbul,6,0.013888889,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Not colonial,1.488550717,6.340978882,3.874424,1
Chlorophoneus nigrifrons,PASSERIFORMES,Malaconotidae,Black-fronted Bush-shrike,7,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.541579244,5.732047358,11.815265,4
Apalis melanocephala,PASSERIFORMES,Cisticolidae,Black-headed Apalis,3,0,1,0,0,LC,5,2,Diurnal,Carnivore,Forest,Not colonial,0.944482682,5.530969151,5.68211,2
Merops breweri,CORACIIFORMES,Meropidae,Black-headed Bee-eater,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,1.698970004,6.211039011,14.056644,3
Serinus alario,PASSERIFORMES,Fringillidae,Black-headed Canary,3,0,0,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Colonial,1.086359824,5.703208557,3.180919,1
Laniarius erythrogaster,PASSERIFORMES,Malaconotidae,Black-headed Gonolek,4,0.022727273,0,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.688419822,6.298601456,4.2798,4
Larus ridibundus,CHARADRIIFORMES,Laridae,Black-headed Gull,4,0.03125,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.45331834,6.075990047,1.820333,1
Ardea melanocephala,PELECANIFORMES,Ardeidae,Black-headed Heron,3,0,1,1,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Colonial,3.025305865,7.279242594,8.561675,5
Vanellus tectus,CHARADRIIFORMES,Charadriidae,Black-headed Lapwing,4,0,1,1,1,LC,5,1,Diurnal,Carnivore,Artificial,Colonial,2,6.72099984,10.690612,2
Bathmocercus cerviniventris,PASSERIFORMES,Cisticolidae,Black-headed Rufous-warbler,5,0.022727273,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.198657087,5.438174759,7.230035,1
Estrilda atricapilla,PASSERIFORMES,Estrildidae,Black-headed Waxbill,4,0.022727273,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.892094603,5.822823084,2.278296,2
Ploceus melanocephalus,PASSERIFORMES,Ploceidae,Black-headed Weaver,5,0.017857143,1,0,0,LC,5,1,Diurnal,Omnivore,Aquatic,Colonial,1.36688969,6.07236623,1.641923,1
Turdoides sharpei,PASSERIFORMES,Leiotrichidae,Black-lored Babbler,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.899273187,5.726326478,2.622413,1
Cisticola nigriloris,PASSERIFORMES,Cisticolidae,Black-lored Cisticola,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.2955671,4.856815683,4.161107,1
Eremomela atricollis,PASSERIFORMES,Cisticolidae,Black-necked Eremomela,8,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.008600164,6.026410859,5.223082,1
Podiceps nigricollis,PODICIPEDIFORMES,Podicipedidae,Black-necked Grebe,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.617262517,6.389337547,16.956583,2
Dyaphorophyia chalybea,PASSERIFORMES,Platysteiridae,Black-necked Wattle-eye,7,0,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.068185862,5.758555089,6.255969,1
Ploceus nigricollis,PASSERIFORMES,Ploceidae,Black-necked Weaver,6,0.013157895,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Colonial,1.432969291,6.392988447,2.98789,3
Turnix nanus,CHARADRIIFORMES,Turnicidae,Black-rumped Buttonquail,5,0.020833333,1,0,0,LC,5,4,Diurnal,Herbivore,Artificial,Not colonial,1.710540448,6.81961296,9.663357,1
Estrilda troglodytes,PASSERIFORMES,Estrildidae,Black-rumped Waxbill,5,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.880813592,6.292785245,2.78656,2
Vanellus armatus,CHARADRIIFORMES,Charadriidae,Blacksmith Lapwing,3,0,1,1,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,2.193124598,6.751202232,10.810976,3
Oenanthe melanura,PASSERIFORMES,Muscicapidae,Blackstart,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.181843583,6.108602922,6.069681,1
Limosa limosa,CHARADRIIFORMES,Scolopacidae,Black-tailed Godwit,5,0.033333333,1,1,0,NT,4,4,Diurnal,Carnivore,Aquatic,Colonial,2.463892989,7.301611299,17.54948,2
Estrilda perreini,PASSERIFORMES,Estrildidae,Black-tailed Waxbill,3,0.025,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.869231725,6.011792549,4.2683,1
Apalis jacksoni,PASSERIFORMES,Cisticolidae,Black-throated Apalis,6,0.035714286,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.939519243,5.696446224,7.228669,2
Tricholaema melanocephala,PICIFORMES,Lybiidae,Black-throated Barbet,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.311753861,6.293552932,5.042048,1
Centropus leucogaster,CUCULIFORMES,Cuculidae,Black-throated Coucal,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.489958479,6.124832182,10.145513,1
Platysteira peltata,PASSERIFORMES,Platysteiridae,Black-throated Wattle-eye,5,0.020833333,1,0,1,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,1.136720561,6.556387175,8.503818,2
Euplectes hordeaceus,PASSERIFORMES,Ploceidae,Black-winged Bishop,5,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.28780173,6.706974667,2.21437,3
Elanus caeruleus,ACCIPITRIFORMES,Accipitridae,Black-winged Kite,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,2.415807728,7.280930223,16.309706,2
Vanellus melanopterus,CHARADRIIFORMES,Charadriidae,Black-winged Lapwing,4,0,1,1,0,LC,5,2,Diurnal,Carnivore,Open vegetation,Not colonial,2.267171728,5.975331165,10.793148,1
Agapornis taranta,PSITTACIFORMES,Psittacidae,Black-winged Lovebird,3,0.0625,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.759667845,5.61037535,10.383805,3
Oriolus nigripennis,PASSERIFORMES,Oriolidae,Black-winged Oriole,4,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.753583065,6.311251886,6.716478,1
Glareola nordmanni,CHARADRIIFORMES,Glareolidae,Black-winged Pratincole,4,0,1,0,0,NT,4,4,Nocturnal,Carnivore,Aquatic,Colonial,1.987666251,6.715906775,4.501643,1
Himantopus himantopus,CHARADRIIFORMES,Recurvirostridae,Black-winged Stilt,2,0,0,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.206825876,7.203580217,8.244496,3
Eupodotis caerulescens,OTIDIFORMES,Otididae,Blue Bustard,5,0.020833333,1,0,0,NT,4,1,Diurnal,Omnivore,Shrubland,Not colonial,3.135450699,5.422990121,15.251516,2
Anthropoides paradiseus,GRUIFORMES,Gruidae,Blue Crane,4,0,1,1,0,VU,3,1,Diurnal,Omnivore,Open vegetation,Not colonial,3.667826379,5.940792121,6.932522,11
Cyanograucalus azureus,PASSERIFORMES,Campephagidae,Blue Cuckooshrike,2,0.041666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.663700911,6.215702803,12.118306,4
Hirundo atrocaerulea,PASSERIFORMES,Hirundinidae,Blue Swallow,1,0.083333333,0,1,1,VU,3,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.139879092,5.389460975,5.555617,5
Coracias cyanogaster,CORACIIFORMES,Coraciidae,Blue-bellied Roller,4,0.055555556,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.152288344,6.307586613,11.20828,6
Malimbus nitens,PASSERIFORMES,Ploceidae,Blue-billed Malimbe,3,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.580924976,6.421215861,3.696601,1
Merops variegatus,CORACIIFORMES,Meropidae,Blue-breasted Bee-eater,8,0.043103448,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.352182518,6.542971507,6.361792,5
Uraeginthus angolensis,PASSERIFORMES,Estrildidae,Blue-breasted Cordon-bleu,2,0.03125,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.995635178,6.537072983,3.585972,6
Halcyon malimbica,CORACIIFORMES,Alcedinidae,Blue-breasted Kingfisher,4,0.071428571,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.962842681,6.678733884,6.320448,6
Uraeginthus cyanocephalus,PASSERIFORMES,Estrildidae,Blue-capped Cordon-bleu,3,0.027777778,0,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.991226084,5.8756525,3.206472,1
Merops persicus,CORACIIFORMES,Meropidae,Blue-cheeked Bee-eater,7,0.046296296,1,1,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Colonial,1.692846913,7.11842433,4.974177,7
Merops muelleri,CORACIIFORMES,Meropidae,Blue-headed Bee-eater,4,0.057692308,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.352182518,6.203451291,8.841022,4
Centropus monachus,CUCULIFORMES,Cuculidae,Blue-headed Coucal,6,0.047619048,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.309630167,6.465241195,10.734543,5
Cyanomitra alinae,PASSERIFORMES,Nectariniidae,Blue-headed Sunbird,8,0.060606061,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.100370545,5.069324177,8.102873,3
Turtur brehmeri,COLUMBIFORMES,Columbidae,Blue-headed Wood-dove,3,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.064457989,6.440859407,13.698309,1
Urocolius macrourus,COLIIFORMES,Coliidae,Blue-naped Mousebird,6,0,1,1,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.658011397,6.760878215,44.627008,4
Cossypha cyanocampter,PASSERIFORMES,Muscicapidae,Blue-shouldered Robin-chat,7,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.426511261,6.295360275,11.390485,2
Turtur afer,COLUMBIFORMES,Columbidae,Blue-spotted Wood-dove,6,0.027777778,1,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,1.816903839,6.999837623,11.610669,3
Cyanecula svecica,PASSERIFORMES,Muscicapidae,Bluethroat,9,0.01,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.261469068,6.61700713,12.257382,1
Cyanomitra cyanolaema,PASSERIFORMES,Nectariniidae,Blue-throated Brown Sunbird,5,0.052631579,1,1,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.225309262,6.495753718,5.683768,3
